"","game","round","date","home_team","score","away_team","arena","X"
"192","192","20","10/09/2014 - 21:00","Sport - PE","3 x 1","Santos - SP","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"193","193","20","11/09/2014 - 19:30","Corinthians - SP","1 x 0","Atlético - MG","Arena Corinthians - Sao Paulo - SP",""
"194","194","20","10/09/2014 - 19:30","Palmeiras - SP","1 x 0","Criciuma - SC","Pacaembu - Sao Paulo - SP",""
"195","195","20","10/09/2014 - 21:00","Coritiba - PR","3 x 0","Chapecoense - SC","Couto Pereira - Curitiba - PR",""
"196","196","20","11/09/2014 - 20:30","Cruzeiro - MG","2 x 1","Bahia - BA","Mineirão - Belo Horizonte - MG",""
"197","197","20","10/09/2014 - 22:00","Vitória - BA","2 x 0","Internacional - RS","Manoel Barradas - Salvador - BA",""
"198","198","20","10/09/2014 - 19:30","Grêmio - RS","1 x 0","Atletico - PR","Arena do Grêmio - Porto Alegre - RS",""
"199","199","20","10/09/2014 - 19:30","Figueirense - SC","1 x 1","Fluminense - RJ","Orlando Scarpelli - Florianopolis - SC",""
"200","200","20","10/09/2014 - 22:00","Goiás - GO","1 x 0","Flamengo - RJ","Arena Pantanal - Cuiaba - MT",""
"201","201","21","14/09/2014 - 16:00","Flamengo - RJ","1 x 0","Corinthians - SP","Maracanã - Rio de Janeiro - RJ",""
"202","202","21","13/09/2014 - 18:30","Fluminense - RJ","3 x 0","Palmeiras - SP","Maracanã - Rio de Janeiro - RJ",""
"203","203","21","14/09/2014 - 16:00","São Paulo - SP","2 x 0","Cruzeiro - MG","Morumbi - Sao Paulo - SP",""
"204","204","21","13/09/2014 - 21:00","Santos - SP","2 x 1","Coritiba - PR","Vila Belmiro - Santos - SP",""
"205","205","21","14/09/2014 - 18:30","Atletico - PR","2 x 0","Vitória - BA","Arena da Baixada - Curitiba - PR",""
"206","206","21","14/09/2014 - 18:30","Atlético - MG","0 x 0","Grêmio - RS","Independência - Belo Horizonte - MG",""
"207","207","21","14/09/2014 - 16:00","Bahia - BA","3 x 0","Figueirense - SC","Jóia da Princesa - Feira de Santana - BA",""
"208","208","21","14/09/2014 - 16:00","Internacional - RS","2 x 0","Botafogo - RJ","Beira-Rio - Porto Alegre - RS",""
"209","209","21","14/09/2014 - 18:30","Criciuma - SC","1 x 0","Goiás - GO","Heriberto Hulse - Criciuma - SC",""
"210","210","21","13/09/2014 - 18:30","Chapecoense - SC","3 x 1","Sport - PE","Arena Condá - Chapeco - SC",""
"211","211","22","17/09/2014 - 22:00","Botafogo - RJ","2 x 3","Bahia - BA","Maracanã - Rio de Janeiro - RJ",""
"212","212","22","17/09/2014 - 21:00","Sport - PE","0 x 0","Internacional - RS","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"213","213","22","18/09/2014 - 19:30","Corinthians - SP","1 x 1","Chapecoense - SC","Arena Corinthians - Sao Paulo - SP",""
"214","214","22","17/09/2014 - 22:00","Palmeiras - SP","2 x 2","Flamengo - RJ","Pacaembu - Sao Paulo - SP",""
"215","215","22","17/09/2014 - 22:00","Coritiba - PR","3 x 1","São Paulo - SP","Couto Pereira - Curitiba - PR",""
"216","216","22","17/09/2014 - 19:30","Cruzeiro - MG","2 x 0","Atletico - PR","Mineirão - Belo Horizonte - MG",""
"217","217","22","17/09/2014 - 19:30","Vitória - BA","3 x 1","Fluminense - RJ","Manoel Barradas - Salvador - BA",""
"218","218","22","18/09/2014 - 20:30","Grêmio - RS","0 x 0","Santos - SP","Arena do Grêmio - Porto Alegre - RS",""
"219","219","22","17/09/2014 - 21:00","Figueirense - SC","1 x 1","Criciuma - SC","Orlando Scarpelli - Florianopolis - SC",""
"220","220","22","18/09/2014 - 19:30","Goiás - GO","2 x 3","Atlético - MG","Serra Dourada - Goiania - GO",""
"221","221","23","21/09/2014 - 16:00","Flamengo - RJ","1 x 1","Fluminense - RJ","Maracanã - Rio de Janeiro - RJ",""
"222","222","23","21/09/2014 - 16:00","Sport - PE","1 x 0","Coritiba - PR","Ilha do Retiro - Recife - PE",""
"223","223","23","21/09/2014 - 16:00","Corinthians - SP","3 x 2","São Paulo - SP","Arena Corinthians - Sao Paulo - SP",""
"224","224","23","21/09/2014 - 18:30","Santos - SP","3 x 1","Figueirense - SC","Vila Belmiro - Santos - SP",""
"225","225","23","20/09/2014 - 18:30","Atletico - PR","0 x 1","Internacional - RS","Arena da Baixada - Curitiba - PR",""
"226","226","23","21/09/2014 - 16:00","Cruzeiro - MG","2 x 3","Atlético - MG","Mineirão - Belo Horizonte - MG",""
"227","227","23","21/09/2014 - 16:00","Vitória - BA","2 x 1","Bahia - BA","Fonte Nova - Salvador - BA",""
"228","228","23","21/09/2014 - 18:30","Grêmio - RS","1 x 0","Chapecoense - SC","Arena do Grêmio - Porto Alegre - RS",""
"229","229","23","20/09/2014 - 21:00","Criciuma - SC","1 x 1","Botafogo - RJ","Heriberto Hulse - Criciuma - SC",""
"230","230","23","21/09/2014 - 18:30","Goiás - GO","6 x 0","Palmeiras - SP","Serra Dourada - Goiania - GO",""
"231","231","24","25/09/2014 - 19:30","Botafogo - RJ","1 x 0","Goiás - GO","Maracanã - Rio de Janeiro - RJ",""
"232","232","24","24/09/2014 - 22:00","Fluminense - RJ","0 x 0","Grêmio - RS","Maracanã - Rio de Janeiro - RJ",""
"233","233","24","24/09/2014 - 22:00","São Paulo - SP","2 x 2","Flamengo - RJ","Morumbi - Sao Paulo - SP",""
"234","234","24","25/09/2014 - 19:30","Palmeiras - SP","2 x 0","Vitória - BA","Pacaembu - Sao Paulo - SP",""
"235","235","24","24/09/2014 - 19:30","Coritiba - PR","1 x 2","Cruzeiro - MG","Couto Pereira - Curitiba - PR",""
"236","236","24","25/09/2014 - 20:30","Atlético - MG","3 x 2","Santos - SP","Independência - Belo Horizonte - MG",""
"237","237","24","24/09/2014 - 21:00","Bahia - BA","1 x 0","Sport - PE","Fonte Nova - Salvador - BA",""
"238","238","24","24/09/2014 - 19:30","Internacional - RS","3 x 0","Criciuma - SC","Beira-Rio - Porto Alegre - RS",""
"239","239","24","24/09/2014 - 22:00","Figueirense - SC","1 x 0","Corinthians - SP","Orlando Scarpelli - Florianopolis - SC",""
"240","240","24","24/09/2014 - 21:00","Chapecoense - SC","3 x 0","Atletico - PR","Arena Condá - Chapeco - SC",""
"241","241","25","28/09/2014 - 16:00","Botafogo - RJ","0 x 2","Grêmio - RS","Maracanã - Rio de Janeiro - RJ",""
"242","242","25","27/09/2014 - 18:30","Sport - PE","0 x 0","Cruzeiro - MG","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"243","243","25","27/09/2014 - 21:00","São Paulo - SP","1 x 3","Fluminense - RJ","Morumbi - Sao Paulo - SP",""
"244","244","25","28/09/2014 - 18:30","Santos - SP","2 x 0","Goiás - GO","Pacaembu - Sao Paulo - SP",""
"245","245","25","28/09/2014 - 16:00","Atletico - PR","1 x 0","Corinthians - SP","Arena da Baixada - Curitiba - PR",""
"246","246","25","28/09/2014 - 16:00","Atlético - MG","2 x 0","Vitória - BA","Independência - Belo Horizonte - MG",""
"247","247","25","28/09/2014 - 16:00","Bahia - BA","2 x 1","Flamengo - RJ","Fonte Nova - Salvador - BA",""
"248","248","25","28/09/2014 - 18:30","Internacional - RS","4 x 2","Coritiba - PR","Beira-Rio - Porto Alegre - RS",""
"249","249","25","28/09/2014 - 18:30","Figueirense - SC","3 x 1","Palmeiras - SP","Orlando Scarpelli - Florianopolis - SC",""
"250","250","25","27/09/2014 - 18:30","Chapecoense - SC","1 x 1","Criciuma - SC","Arena Condá - Chapeco - SC",""
"251","251","26","04/10/2014 - 16:20","Flamengo - RJ","0 x 1","Santos - SP","Maracanã - Rio de Janeiro - RJ",""
"252","252","26","04/10/2014 - 16:20","Fluminense - RJ","1 x 1","Bahia - BA","Mané Garrincha - Brasilia - DF",""
"253","253","26","04/10/2014 - 18:30","Corinthians - SP","3 x 0","Sport - PE","Arena Corinthians - Sao Paulo - SP",""
"254","254","26","02/10/2014 - 19:30","Palmeiras - SP","4 x 2","Chapecoense - SC","Pacaembu - Sao Paulo - SP",""
"255","255","26","04/10/2014 - 16:20","Coritiba - PR","1 x 0","Atletico - PR","Couto Pereira - Curitiba - PR",""
"256","256","26","04/10/2014 - 18:30","Cruzeiro - MG","2 x 1","Internacional - RS","Mineirão - Belo Horizonte - MG",""
"257","257","26","04/10/2014 - 16:20","Vitória - BA","2 x 1","Botafogo - RJ","Manoel Barradas - Salvador - BA",""
"258","258","26","04/10/2014 - 16:20","Grêmio - RS","0 x 1","São Paulo - SP","Arena do Grêmio - Porto Alegre - RS",""
"259","259","26","04/10/2014 - 18:30","Criciuma - SC","3 x 1","Atlético - MG","Heriberto Hulse - Criciuma - SC",""
"260","260","26","04/10/2014 - 21:00","Goiás - GO","1 x 0","Figueirense - SC","Serra Dourada - Goiania - GO",""
"261","261","27","08/10/2014 - 19:30","Botafogo - RJ","0 x 1","Palmeiras - SP","Maracanã - Rio de Janeiro - RJ",""
"262","262","27","09/10/2014 - 19:30","Fluminense - RJ","0 x 0","Atlético - MG","Maracanã - Rio de Janeiro - RJ",""
"263","263","27","08/10/2014 - 19:30","São Paulo - SP","1 x 0","Atletico - PR","Morumbi - Sao Paulo - SP",""
"264","264","27","09/10/2014 - 19:30","Santos - SP","1 x 0","Bahia - BA","Vila Belmiro - Santos - SP",""
"265","265","27","08/10/2014 - 19:30","Coritiba - PR","1 x 0","Criciuma - SC","Couto Pereira - Curitiba - PR",""
"266","266","27","08/10/2014 - 22:00","Cruzeiro - MG","0 x 1","Corinthians - SP","Mineirão - Belo Horizonte - MG",""
"267","267","27","08/10/2014 - 21:00","Vitória - BA","2 x 2","Goiás - GO","Manoel Barradas - Salvador - BA",""
"268","268","27","08/10/2014 - 22:00","Grêmio - RS","2 x 0","Sport - PE","Arena do Grêmio - Porto Alegre - RS",""
"269","269","27","08/10/2014 - 22:00","Figueirense - SC","1 x 2","Flamengo - RJ","Orlando Scarpelli - Florianopolis - SC",""
"270","270","27","09/10/2014 - 20:30","Chapecoense - SC","5 x 0","Internacional - RS","Arena Condá - Chapeco - SC",""
"271","271","28","12/10/2014 - 16:00","Flamengo - RJ","3 x 0","Cruzeiro - MG","Maracanã - Rio de Janeiro - RJ",""
"272","272","28","12/10/2014 - 18:30","Sport - PE","1 x 2","Vitória - BA","Ilha do Retiro - Recife - PE",""
"273","273","28","01/06/2014 - 16:00","Corinthians - SP","1 x 1","Botafogo - RJ","Arena Corinthians - Sao Paulo - SP",""
"274","274","28","11/10/2014 - 21:00","Palmeiras - SP","2 x 1","Grêmio - RS","Pacaembu - Sao Paulo - SP",""
"275","275","28","12/10/2014 - 18:30","Atletico - PR","3 x 0","Figueirense - SC","Arena da Baixada - Curitiba - PR",""
"276","276","28","12/10/2014 - 16:00","Atlético - MG","1 x 0","São Paulo - SP","Independência - Belo Horizonte - MG",""
"277","277","28","12/10/2014 - 16:00","Bahia - BA","0 x 1","Chapecoense - SC","Fonte Nova - Salvador - BA",""
"278","278","28","12/10/2014 - 16:00","Internacional - RS","2 x 1","Fluminense - RJ","Beira-Rio - Porto Alegre - RS",""
"279","279","28","12/10/2014 - 18:30","Criciuma - SC","3 x 0","Santos - SP","Heriberto Hulse - Criciuma - SC",""
"280","280","28","11/10/2014 - 18:30","Goiás - GO","3 x 0","Coritiba - PR","Serra Dourada - Goiania - GO",""
"281","281","29","19/10/2014 - 18:30","Botafogo - RJ","1 x 1","Sport - PE","Raulino de Oliveira - Volta Redonda - RJ",""
"282","282","29","18/10/2014 - 18:30","Fluminense - RJ","4 x 2","Criciuma - SC","Maracanã - Rio de Janeiro - RJ",""
"283","283","29","18/10/2014 - 18:30","São Paulo - SP","2 x 1","Bahia - BA","Morumbi - Sao Paulo - SP",""
"284","284","29","19/10/2014 - 16:00","Palmeiras - SP","1 x 3","Santos - SP","Pacaembu - Sao Paulo - SP",""
"285","285","29","19/10/2014 - 16:00","Atletico - PR","2 x 1","Flamengo - RJ","Arena da Baixada - Curitiba - PR",""
"286","286","29","18/10/2014 - 21:00","Atlético - MG","1 x 0","Chapecoense - SC","Independência - Belo Horizonte - MG",""
"287","287","29","19/10/2014 - 18:30","Vitória - BA","0 x 1","Cruzeiro - MG","Manoel Barradas - Salvador - BA",""
"288","288","29","19/10/2014 - 16:00","Internacional - RS","1 x 2","Corinthians - SP","Beira-Rio - Porto Alegre - RS",""
"289","289","29","19/10/2014 - 16:00","Figueirense - SC","4 x 0","Coritiba - PR","Orlando Scarpelli - Florianopolis - SC",""
"290","290","29","18/10/2014 - 18:30","Goiás - GO","0 x 0","Grêmio - RS","Serra Dourada - Goiania - GO",""
"291","291","30","22/10/2014 - 19:30","Flamengo - RJ","2 x 0","Internacional - RS","Maracanã - Rio de Janeiro - RJ",""
"292","292","30","22/10/2014 - 22:30","Sport - PE","0 x 1","Goiás - GO","Ilha do Retiro - Recife - PE",""
"293","293","30","22/10/2014 - 19:30","Corinthians - SP","2 x 1","Vitória - BA","Arena Pantanal - Cuiaba - MT",""
"294","294","30","22/10/2014 - 22:00","Santos - SP","0 x 1","Fluminense - RJ","Vila Belmiro - Santos - SP",""
"295","295","30","22/10/2014 - 21:00","Coritiba - PR","2 x 0","Botafogo - RJ","Couto Pereira - Curitiba - PR",""
"296","296","30","22/10/2014 - 19:30","Cruzeiro - MG","1 x 1","Palmeiras - SP","Mineirão - Belo Horizonte - MG",""
"297","297","30","21/10/2014 - 21:50","Bahia - BA","1 x 1","Atlético - MG","Fonte Nova - Salvador - BA",""
"298","298","30","22/10/2014 - 21:00","Grêmio - RS","1 x 0","Figueirense - SC","Arena do Grêmio - Porto Alegre - RS",""
"299","299","30","22/10/2014 - 19:30","Criciuma - SC","0 x 1","Atletico - PR","Heriberto Hulse - Criciuma - SC",""
"300","300","30","22/10/2014 - 22:00","Chapecoense - SC","0 x 0","São Paulo - SP","Arena Condá - Chapeco - SC",""
"301","301","31","25/10/2014 - 21:00","Botafogo - RJ","2 x 1","Flamengo - RJ","Arena da Amazônia - Manaus - AM",""
"302","302","31","25/10/2014 - 16:20","Fluminense - RJ","2 x 1","Atletico - PR","Maracanã - Rio de Janeiro - RJ",""
"303","303","31","27/10/2014 - 20:30","São Paulo - SP","3 x 0","Goiás - GO","Morumbi - Sao Paulo - SP",""
"304","304","31","25/10/2014 - 16:20","Palmeiras - SP","1 x 1","Corinthians - SP","Pacaembu - Sao Paulo - SP",""
"305","305","31","25/10/2014 - 18:30","Coritiba - PR","1 x 1","Grêmio - RS","Couto Pereira - Curitiba - PR",""
"306","306","31","25/10/2014 - 18:30","Atlético - MG","3 x 2","Sport - PE","Independência - Belo Horizonte - MG",""
"307","307","31","25/10/2014 - 18:30","Vitória - BA","3 x 1","Criciuma - SC","Manoel Barradas - Salvador - BA",""
"308","308","31","25/10/2014 - 21:00","Internacional - RS","2 x 0","Bahia - BA","Beira-Rio - Porto Alegre - RS",""
"309","309","31","25/10/2014 - 16:20","Figueirense - SC","1 x 1","Cruzeiro - MG","Orlando Scarpelli - Florianopolis - SC",""
"310","310","31","25/10/2014 - 18:30","Chapecoense - SC","1 x 1","Santos - SP","Arena Condá - Chapeco - SC",""
"311","311","32","02/11/2014 - 19:30","Flamengo - RJ","3 x 0","Chapecoense - SC","Maracanã - Rio de Janeiro - RJ",""
"312","312","32","02/11/2014 - 17:00","Sport - PE","1 x 0","Figueirense - SC","Ilha do Retiro - Recife - PE",""
"313","313","32","01/11/2014 - 21:00","Corinthians - SP","2 x 2","Coritiba - PR","Arena Corinthians - Sao Paulo - SP",""
"314","314","32","02/11/2014 - 17:00","Santos - SP","1 x 2","Internacional - RS","Vila Belmiro - Santos - SP",""
"315","315","32","02/11/2014 - 19:30","Atletico - PR","1 x 0","Atlético - MG","Arena da Baixada - Curitiba - PR",""
"316","316","32","02/11/2014 - 17:00","Cruzeiro - MG","2 x 1","Botafogo - RJ","Mineirão - Belo Horizonte - MG",""
"317","317","32","02/11/2014 - 20:00","Bahia - BA","0 x 1","Palmeiras - SP","Fonte Nova - Salvador - BA",""
"318","318","32","01/11/2014 - 19:30","Grêmio - RS","1 x 0","Vitória - BA","Arena do Grêmio - Porto Alegre - RS",""
"319","319","32","02/11/2014 - 17:00","Criciuma - SC","1 x 2","São Paulo - SP","Heriberto Hulse - Criciuma - SC",""
"320","320","32","01/11/2014 - 19:30","Goiás - GO","0 x 2","Fluminense - RJ","Serra Dourada - Goiania - GO",""
"321","321","33","08/11/2014 - 21:00","Botafogo - RJ","0 x 2","Atletico - PR","Raulino de Oliveira - Volta Redonda - RJ",""
"322","322","33","09/11/2014 - 17:00","Sport - PE","2 x 2","Flamengo - RJ","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"323","323","33","09/11/2014 - 19:30","Corinthians - SP","1 x 0","Santos - SP","Arena Corinthians - Sao Paulo - SP",""
"324","324","33","08/11/2014 - 19:30","Palmeiras - SP","0 x 2","Atlético - MG","Pacaembu - Sao Paulo - SP",""
"325","325","33","08/11/2014 - 19:30","Coritiba - PR","1 x 0","Fluminense - RJ","Couto Pereira - Curitiba - PR",""
"326","326","33","09/11/2014 - 19:30","Cruzeiro - MG","3 x 1","Criciuma - SC","Mineirão - Belo Horizonte - MG",""
"327","327","33","09/11/2014 - 17:00","Vitória - BA","1 x 2","São Paulo - SP","Manoel Barradas - Salvador - BA",""
"328","328","33","09/11/2014 - 17:00","Grêmio - RS","4 x 1","Internacional - RS","Arena do Grêmio - Porto Alegre - RS",""
"329","329","33","09/11/2014 - 17:00","Figueirense - SC","1 x 0","Chapecoense - SC","Orlando Scarpelli - Florianopolis - SC",""
"330","330","33","09/11/2014 - 19:30","Goiás - GO","3 x 0","Bahia - BA","Serra Dourada - Goiania - GO",""
"331","331","34","16/11/2014 - 17:00","Flamengo - RJ","3 x 2","Coritiba - PR","Maracanã - Rio de Janeiro - RJ",""
"332","332","34","15/11/2014 - 19:30","Fluminense - RJ","1 x 0","Botafogo - RJ","Maracanã - Rio de Janeiro - RJ",""
"333","333","34","16/11/2014 - 19:30","São Paulo - SP","2 x 0","Palmeiras - SP","Morumbi - Sao Paulo - SP",""
"334","334","34","16/11/2014 - 17:00","Santos - SP","0 x 1","Cruzeiro - MG","Vila Belmiro - Santos - SP",""
"335","335","34","16/11/2014 - 17:00","Atletico - PR","0 x 1","Sport - PE","Arena da Baixada - Curitiba - PR",""
"336","336","34","16/11/2014 - 19:30","Atlético - MG","1 x 1","Figueirense - SC","Independência - Belo Horizonte - MG",""
"337","337","34","16/11/2014 - 17:00","Bahia - BA","1 x 2","Corinthians - SP","Fonte Nova - Salvador - BA",""
"338","338","34","16/11/2014 - 17:00","Internacional - RS","1 x 0","Goiás - GO","Beira-Rio - Porto Alegre - RS",""
"339","339","34","15/11/2014 - 19:30","Criciuma - SC","0 x 3","Grêmio - RS","Heriberto Hulse - Criciuma - SC",""
"340","340","34","16/11/2014 - 19:30","Chapecoense - SC","0 x 1","Vitória - BA","Arena Condá - Chapeco - SC",""
"341","341","35","19/11/2014 - 19:30","Botafogo - RJ","0 x 1","Figueirense - SC","São Januário - Rio de Janeiro - RJ",""
"342","342","35","20/11/2014 - 19:30","Fluminense - RJ","1 x 4","Chapecoense - SC","Maracanã - Rio de Janeiro - RJ",""
"343","343","35","12/11/2014 - 22:00","São Paulo - SP","1 x 1","Internacional - RS","Morumbi - Sao Paulo - SP",""
"344","344","35","19/11/2014 - 22:00","Palmeiras - SP","0 x 2","Sport - PE","Allianz Parque - Sao Paulo - SP",""
"345","345","35","19/11/2014 - 19:30","Atletico - PR","1 x 1","Santos - SP","Arena da Baixada - Curitiba - PR",""
"346","346","35","19/11/2014 - 22:00","Atlético - MG","4 x 0","Flamengo - RJ","Independência - Belo Horizonte - MG",""
"347","347","35","19/11/2014 - 21:00","Vitória - BA","1 x 1","Coritiba - PR","Manoel Barradas - Salvador - BA",""
"348","348","35","20/11/2014 - 21:50","Grêmio - RS","1 x 2","Cruzeiro - MG","Arena do Grêmio - Porto Alegre - RS",""
"349","349","35","19/11/2014 - 21:00","Criciuma - SC","0 x 1","Bahia - BA","Heriberto Hulse - Criciuma - SC",""
"350","350","35","19/11/2014 - 21:00","Goiás - GO","0 x 1","Corinthians - SP","Olímpico do Pará - Belem - PA",""
"351","351","36","23/11/2014 - 17:00","Flamengo - RJ","1 x 1","Criciuma - SC","Castelão/MA - Sao Luis - MA",""
"352","352","36","23/11/2014 - 17:00","Sport - PE","2 x 2","Fluminense - RJ","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"353","353","36","23/11/2014 - 19:30","Corinthians - SP","1 x 0","Grêmio - RS","Arena Corinthians - Sao Paulo - SP",""
"354","354","36","23/11/2014 - 17:00","Santos - SP","0 x 1","São Paulo - SP","Arena Pantanal - Cuiaba - MT",""
"355","355","36","23/11/2014 - 19:30","Coritiba - PR","2 x 0","Palmeiras - SP","Couto Pereira - Curitiba - PR",""
"356","356","36","23/11/2014 - 17:00","Cruzeiro - MG","2 x 1","Goiás - GO","Mineirão - Belo Horizonte - MG",""
"357","357","36","22/11/2014 - 21:00","Bahia - BA","1 x 2","Atletico - PR","Fonte Nova - Salvador - BA",""
"358","358","36","22/11/2014 - 19:30","Internacional - RS","2 x 1","Atlético - MG","Beira-Rio - Porto Alegre - RS",""
"359","359","36","23/11/2014 - 17:00","Figueirense - SC","2 x 0","Vitória - BA","Orlando Scarpelli - Florianopolis - SC",""
"360","360","36","23/11/2014 - 19:30","Chapecoense - SC","2 x 0","Botafogo - RJ","Arena Condá - Chapeco - SC",""
"361","361","37","29/11/2014 - 21:00","Flamengo - RJ","4 x 0","Vitória - BA","Arena da Amazônia - Manaus - AM",""
"362","362","37","30/11/2014 - 17:00","Fluminense - RJ","5 x 2","Corinthians - SP","Maracanã - Rio de Janeiro - RJ",""
"363","363","37","30/11/2014 - 17:00","São Paulo - SP","1 x 1","Figueirense - SC","Morumbi - Sao Paulo - SP",""
"364","364","37","30/11/2014 - 17:00","Santos - SP","2 x 0","Botafogo - RJ","Vila Belmiro - Santos - SP",""
"365","365","37","30/11/2014 - 19:30","Atletico - PR","1 x 0","Goiás - GO","Arena da Baixada - Curitiba - PR",""
"366","366","37","30/11/2014 - 19:30","Atlético - MG","1 x 2","Coritiba - PR","Independência - Belo Horizonte - MG",""
"367","367","37","30/11/2014 - 19:30","Bahia - BA","1 x 0","Grêmio - RS","Fonte Nova - Salvador - BA",""
"368","368","37","29/11/2014 - 19:30","Internacional - RS","3 x 1","Palmeiras - SP","Beira-Rio - Porto Alegre - RS",""
"369","369","37","29/11/2014 - 19:30","Criciuma - SC","2 x 2","Sport - PE","Heriberto Hulse - Criciuma - SC",""
"370","370","37","30/11/2014 - 17:00","Chapecoense - SC","1 x 1","Cruzeiro - MG","Arena Condá - Chapeco - SC",""
"371","371","38","07/12/2014 - 17:00","Botafogo - RJ","0 x 0","Atlético - MG","Mané Garrincha - Brasilia - DF",""
"372","372","38","07/12/2014 - 17:00","Sport - PE","1 x 0","São Paulo - SP","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"373","373","38","06/12/2014 - 16:30","Corinthians - SP","2 x 1","Criciuma - SC","Arena Corinthians - Sao Paulo - SP",""
"374","374","38","07/12/2014 - 17:00","Palmeiras - SP","1 x 1","Atletico - PR","Allianz Parque - Sao Paulo - SP",""
"375","375","38","07/12/2014 - 17:00","Coritiba - PR","3 x 2","Bahia - BA","Couto Pereira - Curitiba - PR",""
"376","376","38","07/12/2014 - 17:00","Cruzeiro - MG","2 x 1","Fluminense - RJ","Mineirão - Belo Horizonte - MG",""
"377","377","38","07/12/2014 - 17:00","Vitória - BA","0 x 1","Santos - SP","Manoel Barradas - Salvador - BA",""
"378","378","38","07/12/2014 - 17:00","Grêmio - RS","1 x 1","Flamengo - RJ","Arena do Grêmio - Porto Alegre - RS",""
"379","379","38","06/12/2014 - 16:30","Figueirense - SC","1 x 2","Internacional - RS","Orlando Scarpelli - Florianopolis - SC",""
"380","380","38","07/12/2014 - 17:00","Goiás - GO","4 x 2","Chapecoense - SC","Serra Dourada - Goiania - GO",""
