"ID","Rodada","CasaID","VisitanteID","PlacarCasa","PlacarVisitante","Resultado"
201233,1,327,266,0,1,"Visitante"
201235,1,344,287,4,1,"Casa"
201239,2,277,294,2,1,"Casa"
201242,2,293,282,1,1,"Empate"
201240,2,283,316,2,2,"Empate"
201237,2,266,344,2,2,"Empate"
201243,2,315,327,3,1,"Casa"
201238,2,276,285,1,2,"Visitante"
201234,1,282,277,1,0,"Casa"
201244,2,303,275,2,1,"Casa"
201241,2,284,262,1,0,"Casa"
201236,2,287,264,3,2,"Casa"
201245,2,292,263,1,1,"Empate"
201246,3,263,293,2,1,"Casa"
201247,3,262,315,2,2,"Empate"
201250,3,282,284,0,3,"Visitante"
201254,3,327,287,1,1,"Empate"
201248,3,264,303,3,0,"Casa"
201255,3,344,283,4,1,"Casa"
201249,3,275,266,2,0,"Casa"
201251,3,285,292,1,0,"Casa"
201252,3,294,276,1,1,"Empate"
201257,4,266,263,1,0,"Casa"
201256,4,287,282,1,1,"Empate"
201258,4,276,275,1,0,"Casa"
201259,4,277,285,0,1,"Visitante"
201261,4,284,294,2,0,"Casa"
201260,4,283,327,1,1,"Empate"
201263,4,315,344,1,1,"Empate"
201265,4,292,264,0,2,"Visitante"
201266,5,263,283,0,1,"Visitante"
201264,4,303,262,1,2,"Visitante"
201262,4,293,316,2,1,"Casa"
201270,5,282,266,1,1,"Empate"
201267,5,262,287,1,0,"Casa"
201269,5,275,284,4,3,"Casa"
201273,5,316,276,1,0,"Casa"
201272,5,294,315,3,4,"Visitante"
201271,5,285,293,1,0,"Casa"
201274,5,327,303,1,2,"Visitante"
201268,5,264,277,1,0,"Casa"
201277,20,266,327,1,0,"Casa"
201281,20,284,264,3,0,"Casa"
201276,5,344,292,0,1,"Visitante"
201279,20,277,282,3,0,"Casa"
201275,20,287,344,2,2,"Empate"
201282,20,293,275,0,1,"Visitante"
201278,20,276,263,0,1,"Visitante"
201287,21,262,284,2,1,"Casa"
201285,20,292,262,1,0,"Casa"
201284,20,303,316,2,0,"Casa"
201289,21,275,303,2,2,"Empate"
201293,21,316,283,1,2,"Visitante"
201283,20,315,285,1,0,"Casa"
201288,21,264,287,2,1,"Casa"
201291,21,285,276,1,1,"Empate"
201290,21,282,293,1,0,"Casa"
201298,6,264,294,2,1,"Casa"
201295,6,287,285,1,0,"Casa"
201294,21,327,315,1,2,"Visitante"
201297,6,262,275,1,2,"Visitante"
201296,21,344,266,0,1,"Visitante"
201301,6,283,276,0,1,"Visitante"
201299,22,287,327,2,1,"Casa"
201302,22,266,275,0,2,"Visitante"
201286,21,263,292,3,0,"Casa"
201300,6,277,263,3,0,"Casa"
201292,21,294,277,2,1,"Casa"
201304,6,293,344,1,0,"Casa"
201305,22,276,294,0,0,"Empate"
201308,6,327,316,1,0,"Casa"
201310,22,283,344,2,0,"Casa"
201303,6,284,303,1,0,"Casa"
201307,22,277,316,0,1,"Visitante"
201306,6,315,266,0,0,"Empate"
201311,7,263,287,1,1,"Empate"
201313,7,266,284,1,1,"Empate"
201312,22,284,282,1,1,"Empate"
201315,7,276,293,1,2,"Visitante"
201317,7,275,264,1,0,"Casa"
201309,6,292,282,4,4,"Empate"
201320,7,285,327,3,1,"Casa"
201323,23,263,266,1,0,"Casa"
201321,22,292,285,1,1,"Empate"
201322,7,294,292,3,2,"Casa"
201316,22,315,262,1,3,"Visitante"
201324,7,316,262,1,0,"Casa"
201318,22,303,264,2,0,"Casa"
201326,7,303,315,2,1,"Casa"
201329,23,275,276,2,1,"Casa"
201328,7,344,277,0,2,"Visitante"
201327,23,264,292,3,0,"Casa"
201325,23,262,303,2,1,"Casa"
201319,7,282,283,2,3,"Visitante"
201314,22,293,263,1,0,"Casa"
201331,23,285,277,2,1,"Casa"
201336,8,277,292,2,0,"Casa"
201332,8,263,327,3,1,"Casa"
201330,23,282,287,2,1,"Casa"
201334,8,266,264,1,0,"Casa"
201337,23,344,315,2,2,"Empate"
201335,8,276,287,2,0,"Casa"
201339,8,283,262,0,1,"Visitante"
201333,23,294,284,4,0,"Casa"
201338,23,316,293,1,0,"Casa"
201341,8,285,282,2,0,"Casa"
201342,24,287,262,1,2,"Visitante"
201344,8,294,275,2,2,"Empate"
201340,23,327,283,0,2,"Visitante"
201345,8,315,284,3,3,"Empate"
201343,24,266,282,4,2,"Casa"
201347,24,277,264,2,1,"Casa"
201349,24,283,263,0,2,"Visitante"
201348,8,303,293,3,2,"Casa"
201351,24,284,275,0,0,"Empate"
201352,9,287,315,1,2,"Visitante"
201354,9,262,276,2,2,"Empate"
201346,24,276,316,3,1,"Casa"
201355,24,315,294,1,0,"Casa"
201361,25,263,277,0,1,"Visitante"
201357,9,264,263,3,1,"Casa"
201356,24,303,327,1,1,"Empate"
201359,9,275,344,3,1,"Casa"
201353,24,293,285,2,1,"Casa"
201358,24,292,344,5,3,"Casa"
201368,25,275,262,1,1,"Empate"
201362,9,284,283,2,0,"Casa"
201360,9,282,303,3,0,"Casa"
201366,9,316,285,3,2,"Casa"
201350,8,344,316,1,0,"Casa"
201372,25,282,292,1,0,"Casa"
201371,10,266,277,2,4,"Visitante"
201373,10,276,292,0,0,"Empate"
201367,9,327,294,2,1,"Casa"
201374,25,285,287,0,1,"Visitante"
201365,25,276,283,1,0,"Casa"
201376,25,294,264,1,1,"Empate"
201364,9,293,277,1,0,"Casa"
201379,10,284,287,1,2,"Visitante"
201375,10,275,327,2,0,"Casa"
201377,10,282,264,2,1,"Casa"
201388,11,262,266,1,2,"Visitante"
201382,10,315,293,0,0,"Empate"
201378,25,316,327,2,2,"Empate"
201363,25,266,315,1,2,"Visitante"
201381,25,303,284,3,0,"Casa"
201380,10,294,285,1,1,"Empate"
201391,26,262,316,2,0,"Casa"
201387,11,287,303,1,1,"Empate"
201370,10,263,316,0,0,"Empate"
201385,10,344,262,0,1,"Visitante"
201384,10,303,283,0,4,"Visitante"
201389,11,264,344,2,1,"Casa"
201383,25,344,293,1,0,"Casa"
201386,26,287,263,0,1,"Visitante"
201390,11,277,276,3,0,"Casa"
201393,26,264,275,0,2,"Visitante"
201395,26,277,344,3,2,"Casa"
201397,26,283,282,1,1,"Empate"
201392,11,283,275,2,1,"Casa"
201400,11,292,315,5,1,"Casa"
201404,12,287,292,3,2,"Casa"
201399,11,316,294,0,0,"Empate"
201403,26,315,303,2,2,"Empate"
201398,26,284,266,0,1,"Visitante"
201406,26,327,285,1,0,"Casa"
201405,12,262,285,1,0,"Casa"
201394,11,285,263,2,3,"Visitante"
201409,12,275,316,4,0,"Casa"
201407,12,276,266,2,1,"Casa"
201369,9,292,266,2,1,"Casa"
201396,11,293,284,2,0,"Casa"
201411,27,287,276,2,0,"Casa"
201408,26,292,294,0,1,"Visitante"
201412,27,262,283,2,1,"Casa"
201402,11,327,282,0,1,"Visitante"
201410,12,282,263,5,3,"Casa"
201413,12,284,277,3,2,"Casa"
201416,12,315,283,3,2,"Casa"
201417,27,275,294,2,1,"Casa"
201401,26,293,276,1,0,"Casa"
201419,12,344,303,0,3,"Visitante"
201420,27,282,285,3,1,"Casa"
201414,27,264,266,0,1,"Visitante"
201424,27,327,263,1,0,"Casa"
201418,12,327,264,0,2,"Visitante"
201422,27,293,303,3,0,"Casa"
201423,27,316,344,3,1,"Casa"
201421,27,284,315,1,0,"Casa"
201430,28,277,293,2,0,"Casa"
201425,27,292,277,1,0,"Casa"
201426,28,263,264,2,0,"Casa"
201415,12,294,293,1,0,"Casa"
201431,13,266,294,0,0,"Empate"
201432,13,264,262,4,0,"Casa"
201428,28,276,262,0,0,"Empate"
201434,13,277,315,3,0,"Casa"
201433,28,283,284,1,0,"Casa"
201427,28,266,292,3,1,"Casa"
201436,28,285,316,1,0,"Casa"
201439,28,315,287,1,4,"Visitante"
201435,13,283,287,2,2,"Empate"
201441,28,344,275,2,3,"Visitante"
201429,13,263,344,2,1,"Casa"
201438,28,294,327,3,0,"Casa"
201440,28,303,282,1,2,"Visitante"
201444,29,262,344,3,0,"Casa"
201442,29,287,284,0,1,"Visitante"
201445,13,316,282,1,1,"Empate"
201447,13,293,327,1,0,"Casa"
201446,29,264,282,0,0,"Empate"
201452,14,287,266,0,0,"Empate"
201448,13,303,276,1,0,"Casa"
201449,29,277,266,2,1,"Casa"
201450,13,292,275,1,3,"Visitante"
201437,13,285,284,0,1,"Visitante"
201456,14,275,277,1,1,"Empate"
201453,14,262,282,2,0,"Casa"
201451,29,283,303,2,0,"Casa"
201455,29,285,294,1,0,"Casa"
201459,14,294,263,0,0,"Empate"
201461,14,303,292,2,1,"Casa"
201460,14,315,264,0,2,"Visitante"
201463,14,344,285,1,0,"Casa"
201457,14,283,293,0,3,"Visitante"
201464,15,263,262,3,3,"Empate"
201462,29,316,263,0,1,"Visitante"
201454,14,276,327,3,0,"Casa"
201466,15,266,283,2,0,"Casa"
201458,14,284,316,2,1,"Casa"
201465,29,293,315,3,1,"Casa"
201471,30,266,262,1,2,"Visitante"
201468,29,327,275,0,2,"Visitante"
201470,30,263,285,1,0,"Casa"
201467,15,264,276,1,1,"Empate"
201475,15,293,287,1,1,"Empate"
201469,29,292,276,1,1,"Empate"
201472,15,277,303,3,1,"Casa"
201476,30,275,283,0,0,"Empate"
201473,15,282,294,2,1,"Casa"
201479,30,282,327,3,0,"Casa"
201477,15,316,315,1,1,"Empate"
201474,30,276,277,0,1,"Visitante"
201480,15,292,284,4,2,"Casa"
201483,30,294,316,0,0,"Empate"
201478,15,327,344,0,3,"Visitante"
201482,30,284,293,1,0,"Casa"
201481,16,287,277,2,3,"Visitante"
201484,30,315,292,3,0,"Casa"
201485,30,303,287,2,0,"Casa"
201490,16,264,316,1,1,"Empate"
201488,16,262,327,2,1,"Casa"
201486,30,344,264,2,4,"Visitante"
201487,31,263,282,3,2,"Casa"
201491,31,264,327,2,0,"Casa"
201492,31,277,284,1,1,"Empate"
201494,31,283,315,0,0,"Empate"
201498,31,285,262,2,1,"Casa"
201489,31,266,276,1,2,"Visitante"
201496,16,284,276,1,0,"Casa"
201497,16,293,266,1,0,"Casa"
201499,16,315,263,2,1,"Casa"
201495,16,283,292,1,2,"Visitante"
201503,31,316,275,1,2,"Visitante"
201506,31,303,344,3,0,"Casa"
201507,17,276,315,2,2,"Empate"
201500,16,303,285,2,2,"Empate"
201508,31,292,287,1,0,"Casa"
201512,17,285,264,0,1,"Visitante"
201502,16,344,294,0,1,"Visitante"
201504,17,263,275,3,1,"Casa"
201516,32,275,292,2,1,"Casa"
201510,32,287,283,0,1,"Visitante"
201513,32,262,264,2,2,"Empate"
201511,17,282,344,3,0,"Casa"
201509,17,277,283,2,0,"Casa"
201505,17,266,303,3,0,"Casa"
201514,17,294,262,0,2,"Visitante"
201519,32,282,316,3,0,"Casa"
201518,17,327,284,0,0,"Empate"
201524,32,294,266,1,1,"Empate"
201520,17,292,293,2,0,"Casa"
201523,19,263,284,2,1,"Casa"
201517,17,316,287,1,0,"Casa"
201525,32,315,277,0,1,"Visitante"
201515,32,276,303,2,0,"Casa"
201527,32,327,293,1,0,"Casa"
201522,18,287,294,3,1,"Casa"
201526,18,266,316,3,2,"Casa"
201521,32,284,285,0,0,"Empate"
201528,18,276,282,1,2,"Visitante"
201530,18,277,262,0,0,"Empate"
201529,32,344,263,0,1,"Visitante"
201531,18,283,285,4,2,"Casa"
201538,33,264,315,1,1,"Empate"
201537,18,303,263,2,0,"Casa"
201534,18,293,264,2,0,"Casa"
201539,18,292,327,1,1,"Empate"
201542,19,264,283,1,1,"Empate"
201540,33,277,275,1,0,"Casa"
201541,19,262,293,1,0,"Casa"
201536,18,315,275,1,1,"Empate"
201544,33,285,344,1,1,"Empate"
201548,19,285,266,2,2,"Empate"
201543,33,282,262,2,2,"Empate"
201549,33,316,284,0,0,"Empate"
201535,33,266,287,2,2,"Empate"
201546,19,282,315,3,1,"Casa"
201547,33,293,283,1,0,"Casa"
201545,19,275,287,2,1,"Casa"
201552,19,316,292,1,1,"Empate"
201533,33,263,294,0,0,"Empate"
201555,19,344,276,1,2,"Visitante"
201558,34,276,264,4,0,"Casa"
201550,19,294,303,3,1,"Casa"
201554,19,327,277,1,0,"Casa"
201559,34,275,285,1,0,"Casa"
201563,34,315,316,1,0,"Casa"
201551,33,327,276,1,0,"Casa"
201560,34,283,266,4,2,"Casa"
201564,34,303,277,1,2,"Visitante"
201556,34,287,293,3,2,"Casa"
201567,35,263,315,0,2,"Visitante"
201532,18,284,344,0,0,"Empate"
201553,33,292,303,1,0,"Casa"
201569,35,276,284,1,1,"Empate"
201566,3,316,277,2,2,"Empate"
201574,35,316,264,1,1,"Empate"
201565,34,344,327,1,0,"Casa"
201501,31,293,294,2,0,"Casa"
201557,34,262,263,0,0,"Empate"
201570,35,277,287,3,2,"Casa"
201571,35,282,275,1,1,"Empate"
201573,35,294,344,1,0,"Casa"
201561,34,284,292,0,3,"Visitante"
201572,35,285,303,1,1,"Empate"
201580,16,275,282,0,1,"Visitante"
201577,36,287,316,4,0,"Casa"
201578,36,262,294,2,2,"Empate"
201576,35,292,283,0,1,"Visitante"
201581,36,275,263,1,0,"Casa"
201568,35,266,293,1,1,"Empate"
201582,36,283,277,2,2,"Empate"
201584,36,293,292,2,0,"Casa"
201579,36,264,285,1,0,"Casa"
201588,37,263,303,1,1,"Empate"
201562,34,294,282,2,0,"Casa"
201575,35,327,262,0,1,"Visitante"
201585,36,315,276,2,0,"Casa"
201589,37,262,277,2,0,"Casa"
201591,37,275,315,1,0,"Casa"
201586,36,303,266,1,0,"Casa"
201590,37,264,293,0,0,"Empate"
201587,36,344,282,3,3,"Empate"
201595,37,316,266,1,0,"Casa"
201594,37,294,287,0,1,"Visitante"
201597,37,344,284,5,1,"Casa"
201599,38,266,285,1,1,"Empate"
201596,37,327,292,2,2,"Empate"
201592,37,282,276,1,2,"Visitante"
201602,38,283,264,3,2,"Casa"
201601,38,277,327,1,0,"Casa"
201593,37,285,283,1,0,"Casa"
201605,38,315,282,NA,NA,NA
201603,38,284,263,0,1,"Visitante"
201583,36,284,327,3,0,"Casa"
201604,38,293,262,0,0,"Empate"
201606,38,303,294,2,0,"Casa"
201607,38,292,316,2,0,"Casa"
203411,20,283,294,2,2,"Empate"
201598,38,287,275,1,2,"Visitante"
201613,15,285,275,0,1,"Visitante"
201600,38,276,344,5,0,"Casa"
201226,1,262,292,1,0,"Casa"
201229,1,275,293,4,0,"Casa"
201232,1,316,303,0,0,"Empate"
201228,1,264,284,0,0,"Empate"
201230,1,285,315,0,0,"Empate"
201231,1,294,283,1,0,"Casa"
201227,1,263,276,0,1,"Visitante"
